Variable,Label,Question,Question Text,Type,Response Type,Codes,Value Labels,Page,Section,Derived,Hidden,Row,Column,Option,Notes
RAND_HALF_s1,Q98 — Technology makes my daily life easier,Q98,How much do you agree with each statement?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_rand_2,,,,s1,,,
RAND_HALF_s2,Q98 — I worry about how companies use my data,Q98,How much do you agree with each statement?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_rand_2,,,,s2,,,
RAND_HALF_s3,Q98 — I prefer to pay for products outright rather than subscribe,Q98,How much do you agree with each statement?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_rand_2,,,,s3,,,
RAND_HALF_s4,Q98 — I trust digital banks as much as traditional banks,Q98,How much do you agree with each statement?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_rand_2,,,,s4,,,
RAND_HALF_s5,Q98 — I upgrade my devices as soon as a new model is released,Q98,How much do you agree with each statement?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_rand_2,,,,s5,,,
RAND_HALF_s6,Q98 — Sustainability influences which brands I buy,Q98,How much do you agree with each statement?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_rand_2,,,,s6,,,
RAND_PICK_1,Q99 — Longer battery,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,1,
RAND_PICK_2,Q99 — Better camera,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,2,
RAND_PICK_3,Q99 — Faster charging,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,3,
RAND_PICK_4,Q99 — More storage,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,4,
RAND_PICK_5,Q99 — Water resistance,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,5,
RAND_PICK_6,Q99 — Satellite messaging,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,6,
RAND_PICK_7,Q99 — Foldable screen,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,7,
RAND_PICK_8,Q99 — Stylus support,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,8,
RAND_PICK_9,Q99 — Wireless charging,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,9,
RAND_PICK_10,Q99 — Better speakers,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,10,
RAND_PICK_11,Q99 — Under-display camera,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,11,
RAND_PICK_12,Q99 — Titanium frame,Q99,Which of these five features would you pay extra for?,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_rand_2,,,,,,12,
RAND_COND,Which streaming service would you keep if you could keep only one?,Q100,Which streaming service would you keep if you could keep only one?,numeric,single_select,"1,2,3,4,5,6,7,8",1=Netflix; 2=Disney+; 3=Prime Video; 4=YouTube Premium; 5=Apple TV+; 6=Spotify; 7=HBO Max; 8=Paramount+,p_rand_3,,,,,,,
RAND_GROUPS,Which of these best describes your attitude to new technology?,Q101,Which of these best describes your attitude to new technology?,numeric,single_select,"1,2,3,4,5,6",1=I buy it first; 2=I buy it early; 3=I wait for reviews; 4=I buy when it's mainstream; 5=I buy when there's no choice; 6=I avoid it,p_rand_3,,,,,,,
MESSAGE_ARM,Please read the following message.,Q102,Please read the following message.,text,experiment,,A=Rational message; B=Emotional message,p_rand_experiment,,,,,,,
MESSAGE_REACT,How convincing did you find the message you just read?,Q103,How convincing did you find the message you just read?,numeric,single_select,"1,2,3,4,5",1=Not at all convincing; 2=Slightly; 3=Moderately; 4=Very; 5=Extremely convincing,p_rand_experiment,,,,,,,
ATT_PRIVACY,How concerned are you about how technology companies use your personal data?,Q104,How concerned are you about how technology companies use your personal data?,numeric,single_select,"1,2,3,4,5",1=Not at all concerned; 2=Slightly; 3=Moderately; 4=Very; 5=Extremely concerned,p_att_privacy,,,,,,,
ATT_SUSTAIN,How important is a brand's environmental record when you buy technology?,Q105,How important is a brand's environmental record when you buy technology?,numeric,single_select,"1,2,3,4,5",1=Not at all important; 2=Slightly; 3=Moderately; 4=Very; 5=Extremely important,p_att_sustain,,,,,,,
ATT_AI,How comfortable are you with AI features in your everyday devices?,Q106,How comfortable are you with AI features in your everyday devices?,numeric,single_select,"1,2,3,4,5",1=Very uncomfortable; 2=Uncomfortable; 3=Neutral; 4=Comfortable; 5=Very comfortable,p_att_ai,,,,,,,
SUM_MONTHLY_you,Q107 — Your answers / Monthly spend,Q107,"Here is a summary of what you told us (calculated, read only).",numeric,composite,,,p_calc_summary,,Y,,you,c_total,,
SUM_ANNUAL_you,Q107 — Your answers / Annualised (×12),Q107,"Here is a summary of what you told us (calculated, read only).",numeric,composite,,,p_calc_summary,,Y,,you,c_annual,,
SUM_12M_you,Q107 — Your answers / 12-month spend (sum of categories),Q107,"Here is a summary of what you told us (calculated, read only).",numeric,composite,,,p_calc_summary,,Y,,you,c_12m,,
SUM_PCT_SUB_you,Q107 — Your answers / % on subscriptions,Q107,"Here is a summary of what you told us (calculated, read only).",numeric,composite,,,p_calc_summary,,Y,,you,c_pct_sub,,
SUM_NBRANDS_you,Q107 — Your answers / Brands used,Q107,"Here is a summary of what you told us (calculated, read only).",numeric,composite,,,p_calc_summary,,Y,,you,c_nbrands,,
CALC_CONFIRM,"Your total technology spend over the last 12 months works out to about …, and your average brand rating is … out of 100. Does that look right?",Q108,"Your total technology spend over the last 12 months works out to about …, and your average brand rating is … out of 100. Does that look right?",numeric,single_select,"1,2",1=Yes; 2=No,p_calc_summary,,,,,,,
CORRECTED_TOTAL,What should the 12-month total be?,Q109,What should the 12-month total be?,numeric,numeric,,,p_calc_summary,,,,,,,
SCORE_BAND,Based on your answers we would describe you as a “…” (engagement score …/100). Does that feel accurate?,Q110,Based on your answers we would describe you as a “…” (engagement score …/100). Does that feel accurate?,numeric,single_select,"1,2,3","1=Yes, very accurate; 2=Somewhat accurate; 3=Not accurate",p_calc_segments,,,,,,,
AUTO_SEGMENT,"Spend segment (auto-populated, read only)",Q111,"Spend segment (auto-populated, read only)",numeric,single_select,"low,mid,high",low=Light spender (< 50 / month); mid=Moderate spender (50–199 / month); high=Heavy spender (200+ / month),p_calc_segments,,,,,,,
FAV_BRAND_MIRROR,Favourite brand (auto-populated from your earlier answer),Q112,Favourite brand (auto-populated from your earlier answer),numeric,single_select,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,p_calc_segments,,,,,,,
OS_FAMILY,Ecosystem (auto-populated with a mapped value),Q113,Ecosystem (auto-populated with a mapped value),numeric,single_select,"ios,android,windows,mixed",ios=Apple ecosystem; android=Android ecosystem; windows=Windows / PC ecosystem; mixed=Mixed,p_calc_segments,,,,,,,
LF_BRAND_MIRROR,Allocated evaluation brand (auto-populated from List Fill),Q114,Allocated evaluation brand (auto-populated from List Fill),numeric,single_select,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,p_calc_segments,,,,,,,
HEAVY_USER_FLAG,Heavy digital user (auto-populated from a calculation),Q115,Heavy digital user (auto-populated from a calculation),numeric,single_select,"yes,no",yes=Heavy user; no=Regular user,p_calc_segments,,,,,,,
TOP3_CONCERNS_1,Q116 — Privacy,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,1,
TOP3_CONCERNS_2,Q116 — Cost,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,2,
TOP3_CONCERNS_3,Q116 — Security,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,3,
TOP3_CONCERNS_4,Q116 — Screen time,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,4,
TOP3_CONCERNS_5,Q116 — Misinformation,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,5,
TOP3_CONCERNS_6,Q116 — Job displacement,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,6,
TOP3_CONCERNS_7,Q116 — Environmental impact,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,7,
TOP3_CONCERNS_8,Q116 — Accessibility,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,8,
TOP3_CONCERNS_9,Q116 — Children's safety,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,9,
TOP3_CONCERNS_10,Q116 — Addiction,Q116,Select exactly three concerns you have about technology.,numeric,multi_select,"0,1",0=Not selected; 1=Selected,p_val_1,,,,,,10,
POSTCODE,What is your postal / ZIP code?,Q117,What is your postal / ZIP code?,text,open_text,,,p_val_1,,,,,,,
DEVICES_COUNT,How many connected devices are in your home in total?,Q118,How many connected devices are in your home in total?,numeric,numeric,,,p_val_1,,,,,,,
FEEDBACK_SHORT,"In a few words, what is the best thing about your main device?",Q119,"In a few words, what is the best thing about your main device?",text,open_text,,,p_val_2,,,,,,,
UPGRADE_FROM_w,Q120 — Planned window / From,Q120,When do you plan your next upgrade window?,date,composite,,,p_val_2,,,,w,c_from,,
UPGRADE_TO_w,Q120 — Planned window / To,Q120,When do you plan your next upgrade window?,date,composite,,,p_val_2,,,,w,c_to,,
UPGRADE_BUDGET_w,Q120 — Planned window / Budget,Q120,When do you plan your next upgrade window?,numeric,composite,,,p_val_2,,,,w,c_budget,,
QUOTA_CELL,"Sample cell (auto-populated from gender × age, read only)",Q121,"Sample cell (auto-populated from gender × age, read only)",numeric,single_select,"m_young,m_old,f_young,f_old,other",m_young=Male 18–34; m_old=Male 35+; f_young=Female 18–34; f_old=Female 35+; other=Other / not stated,p_quota_cell,,,,,,,
QUOTA_FLAG,Hidden quota flag,H7,Hidden quota flag,numeric,calculated,,,p_quota_cell,,Y,Y,,,,
HIDDEN_SCORE,Hidden score,H8,Hidden score,numeric,calculated,,,p_calc_summary,,Y,Y,,,,
LOOP_CAP,Hidden loop control,H9,Hidden loop control,numeric,calculated,,,,,Y,Y,,,,
CBC_TASKS,Q122 — task responses,Q122,Which of these would you choose?,text,conjoint_task,,,p_cbc,,,,,,,One column per task expanded at export from the design file.
CBC_DRIVER,Which single attribute mattered most in the choices you just made?,Q123,Which single attribute mattered most in the choices you just made?,numeric,single_select,"1,2,3,4",1=Brand tier; 2=Price; 3=Battery life; 4=Warranty,p_cbc_follow,,,,,,,
CBC_WHY,Why did … matter most?,Q124,Why did … matter most?,text,long_text,,,p_cbc_follow,,,,,,,
MD_TASKS,Q125 — task responses,Q125,"For each set, pick the feature that matters MOST and the one that matters LEAST when buying a phone.",text,maxdiff_task,,,p_maxdiff,,,,,,,One column per task expanded at export from the design file.
MD_TOP3_f1,Q126 — rank of Battery life,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f1,
MD_TOP3_f2,Q126 — rank of Camera quality,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f2,
MD_TOP3_f3,Q126 — rank of Price,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f3,
MD_TOP3_f4,Q126 — rank of Screen quality,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f4,
MD_TOP3_f5,Q126 — rank of Brand reputation,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f5,
MD_TOP3_f6,Q126 — rank of 5G / connectivity,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f6,
MD_TOP3_f7,Q126 — rank of Software updates,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f7,
MD_TOP3_f8,Q126 — rank of Privacy & security,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f8,
MD_TOP3_f9,Q126 — rank of Repairability,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f9,
MD_TOP3_f10,Q126 — rank of Ecosystem integration,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f10,
MD_TOP3_f11,Q126 — rank of Customer support,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f11,
MD_TOP3_f12,Q126 — rank of Resale value,Q126,"Overall, rank the three features that matter most to you.",numeric,ranking,,,p_maxdiff_follow,,,,,,f12,
CD_AGREE_1,Statement: “…” (… · intensity level …). How much do you agree? (task 1),Q127,Statement: “…” (… · intensity level …). How much do you agree?,numeric,single_select,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_cd,,,,,,,"iteration 1 of loop ""task"""
CD_AGREE_2,Statement: “…” (… · intensity level …). How much do you agree? (task 2),Q127,Statement: “…” (… · intensity level …). How much do you agree?,numeric,single_select,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_cd,,,,,,,"iteration 2 of loop ""task"""
CD_AGREE_3,Statement: “…” (… · intensity level …). How much do you agree? (task 3),Q127,Statement: “…” (… · intensity level …). How much do you agree?,numeric,single_select,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_cd,,,,,,,"iteration 3 of loop ""task"""
CD_WHY_1,Why do you feel that way about “…”? (task 1),Q128,Why do you feel that way about “…”?,text,long_text,,,p_cd,,,,,,,"iteration 1 of loop ""task"""
CD_WHY_2,Why do you feel that way about “…”? (task 2),Q128,Why do you feel that way about “…”?,text,long_text,,,p_cd,,,,,,,"iteration 2 of loop ""task"""
CD_WHY_3,Why do you feel that way about “…”? (task 3),Q128,Why do you feel that way about “…”?,text,long_text,,,p_cd,,,,,,,"iteration 3 of loop ""task"""
PG_PRIMARY_phone,Q129 — Smartphone / Primary device?,Q129,"For each product you own, tell us a bit more.",numeric,composite,"1,2",1=Yes; 2=No,p_spec_grid,,,,phone,c_primary,,
PG_PRIMARY_laptop,Q129 — Laptop / Primary device?,Q129,"For each product you own, tell us a bit more.",numeric,composite,"1,2",1=Yes; 2=No,p_spec_grid,,,,laptop,c_primary,,
PG_PRIMARY_tablet,Q129 — Tablet / Primary device?,Q129,"For each product you own, tell us a bit more.",numeric,composite,"1,2",1=Yes; 2=No,p_spec_grid,,,,tablet,c_primary,,
PG_FEATURES_phone_1,Q129 — Smartphone / Features used / Camera,Q129,"For each product you own, tell us a bit more.",numeric,composite,"0,1",0=Not selected; 1=Selected,p_spec_grid,,,,phone,c_features,1,
PG_FEATURES_phone_2,Q129 — Smartphone / Features used / Gaming,Q129,"For each product you own, tell us a bit more.",numeric,composite,"0,1",0=Not selected; 1=Selected,p_spec_grid,,,,phone,c_features,2,
PG_FEATURES_phone_3,Q129 — Smartphone / Features used / Work,Q129,"For each product you own, tell us a bit more.",numeric,composite,"0,1",0=Not selected; 1=Selected,p_spec_grid,,,,phone,c_features,3,
